,ibns_20u,vgs_m1,name,type,time,OK
0,20.51558,0.7579687,tran_LayGtKfsTlVt,Lay,Thu Feb 12 02:30:42 2026,True
1,20.706680000000002,0.685388,tran_LayGtKsfTlVt,Lay,Thu Feb 12 02:30:42 2026,True
2,20.68495,0.6953347,tran_LayGtKffTlVt,Lay,Thu Feb 12 02:30:42 2026,True
3,20.53753,0.7480513,tran_LayGtKssTlVt,Lay,Thu Feb 12 02:30:42 2026,True
4,20.572280000000003,0.6838284,tran_LayGtKfsThVt,Lay,Thu Feb 12 02:30:42 2026,True
5,20.758409999999998,0.6037314,tran_LayGtKsfThVt,Lay,Thu Feb 12 02:30:42 2026,True
6,20.739729999999998,0.61373,tran_LayGtKffThVt,Lay,Thu Feb 12 02:30:42 2026,True
7,20.59212,0.6738161,tran_LayGtKssThVt,Lay,Thu Feb 12 02:30:42 2026,True
